is_cylinder,layer_id,indep0,pair_theta,pair_phi
True,2,-92.88,0.035090450949817775,0.03254732006045041
True,2,-72.23999999999998,0.04786373177375655,0.03764143722388602
True,2,-51.599999999999966,0.040287372337107184,0.03294887077325442
True,2,-30.95999999999998,0.03693787546858101,0.035047254404947305
True,2,-10.319999999999993,0.037863055861470846,0.03079777287291083
True,2,10.319999999999993,0.03543789440992633,0.034140763132154556
True,2,30.95999999999998,0.037564958751576616,0.03324996752551071
True,2,51.60000000000002,0.036067866548307195,0.03358320222046184
True,2,72.24000000000007,0.03817278922391499,0.03604855295187348
True,2,92.88000000000005,0.04016545261856597,0.02953909481794039
True,2,113.52000000000004,0.044181277609901044,0.02731858484536892
True,2,134.16000000000003,0.049497993189671186,0.027389301734760015
True,2,154.8,0.04110116393901689,0.030749318457005417
True,2,175.44,0.06169966026550844,0.035310556042473566
True,2,196.07999999999998,0.0436844578021104,0.03184699475707786
True,2,216.71999999999997,0.04978605634426997,0.028630619475220345
True,2,237.36,0.030607295666218566,0.026228653501354764
True,2,258.00000000000006,0.1385853171708039,0.07291392918485982
True,2,278.64000000000004,0.06476822993332898,0.04066064570366108
True,2,299.28000000000003,0.03774638445598265,0.03999672901096804
True,2,319.92,0.03371127239651538,0.03311002785506243
True,2,340.56,0.06012329154032229,0.03289074639083585
True,2,361.2,0.04078374586030994,0.033006739910429315
True,2,381.84000000000003,0.03187723854222739,0.03158075839116001
True,2,402.4800000000001,0.08107757239896735,0.084057205368943
True,2,423.12000000000006,0.0683601924765434,0.0337408884871583
True,2,443.76000000000005,0.06545869998022012,0.03680622082295542
True,2,464.40000000000003,0.03452355470550121,0.03308175151360592
True,2,485.04,0.04298120763700665,0.04217996125918631
True,2,505.68,0.0,0.0
True,3,-505.68,0.0,0.0
True,3,-485.04,0.04909681876540224,0.030196307894075288
True,3,-464.4,0.043157990028225506,0.03224014079096931
True,3,-443.76,0.03883869221321585,0.03368616107056591
True,3,-423.12,0.061502782029991425,0.029961003511532393
True,3,-402.48,0.03033968782046815,0.030243313107412254
True,3,-381.84,0.03905645730996494,0.03045100927049014
True,3,-361.2,0.04599150865150392,0.03130327919655065
True,3,-340.56,0.05935177956936733,0.03105676282131644
True,3,-319.92,0.04520333324552396,0.031211501518945806
True,3,-299.28,0.04170818213097746,0.032778305350246735
True,3,-278.64,0.0475316115093599,0.02893944178158831
True,3,-258.0,0.04058887606070169,0.03383298551225494
True,3,-237.35999999999999,0.0415373626324248,0.03050468296384537
True,3,-216.71999999999997,0.049395948810424584,0.02945542604573112
True,3,-196.07999999999998,0.02965745158574192,0.03141356988070841
True,3,-175.44,0.035924884613915575,0.03193517452245885
True,3,-154.8,0.036211785562874355,0.03241704919532169
True,3,-134.16,0.035848004339643684,0.029264090844078147
True,3,-113.51999999999998,0.02596817162450453,0.031588194482785846
True,3,-92.88,0.027681464135219776,0.032760405181111375
True,3,-72.23999999999998,0.024796670162915677,0.03075326736677355
True,3,-51.599999999999966,0.02109034496931971,0.03150592416564315
True,3,-30.95999999999998,0.020500870991004182,0.0332289641219763
True,3,-10.319999999999993,0.04066106505816146,0.030299242453745025
True,3,10.319999999999993,0.041089090809558484,0.029682783981475204
True,3,30.95999999999998,0.02104814047375496,0.03047792426460885
True,3,51.60000000000002,0.019404297699728235,0.03142860459073291
True,3,72.24000000000007,0.02115946429742609,0.029419633222673568
True,3,92.88000000000005,0.02173175378572205,0.032196445740604755
True,3,113.52000000000004,0.025713233796857027,0.03248913230519782
True,3,134.16000000000003,0.039090997102560976,0.029993767039588753
True,3,154.8,0.03712964962277546,0.03164715690016945
True,3,175.44,0.03060012775376382,0.03209087968274663
True,3,196.07999999999998,0.03218091024565363,0.03224361717006211
True,3,216.71999999999997,0.04944351533487166,0.0316796212072524
True,3,237.36,0.04203999630180186,0.03192024330162401
True,3,258.00000000000006,0.041375773070662716,0.0340055470736903
True,3,278.64000000000004,0.05438806307338723,0.02990891717730718
True,3,299.28000000000003,0.047281935222386426,0.03504680525840495
True,3,319.92,0.04110407849573009,0.03245192533560026
True,3,340.56,0.0565626327451834,0.030454590416284448
True,3,361.2,0.04097843186256607,0.03299564530434865
True,3,381.84000000000003,0.026651028992652537,0.031074559849522756
True,3,402.4800000000001,0.041112592939113166,0.030599492060969215
True,3,423.12000000000006,0.06253614090230757,0.03095801801834981
True,3,443.76000000000005,0.03604392537107246,0.03155199793198374
True,3,464.40000000000003,0.027544924990794344,0.03101258609966904
True,3,485.04,0.05939255700305077,0.030075825244883923
True,3,505.68,0.0,0.0
True,4,-1086.8200000000002,0.2905483812384092,0.13534431795116675
True,4,-1042.46,0.25066515566024766,0.1572793622636871
True,4,-998.1,0.2747942442632659,0.13662040968685002
True,4,-953.74,0.2254302533663925,0.14628915788899294
True,4,-909.38,0.26783733370473345,0.13509006786305833
True,4,-865.02,0.29757936283022385,0.13068706070847308
True,4,-820.6600000000001,0.2524094304585169,0.14656533688221624
True,4,-776.3,0.29521619885515515,0.12136645398386628
True,4,-731.94,0.30182856223211324,0.15398227600502756
True,4,-687.5799999999999,0.3865091981670449,0.13922919885136176
True,4,-643.22,0.36071439271846073,0.1417028311973369
True,4,-598.86,0.3856454647371885,0.1380902044978808
True,4,-554.5,0.37889517217073165,0.12129070060655678
True,4,-510.14000000000004,0.366788708579324,0.13430308226342833
True,4,-465.78000000000003,0.39809159478067113,0.1414561336124573
True,4,-421.42,0.3913123605476479,0.14814664400089173
True,4,-377.06,0.39590221454059527,0.12723997814345103
True,4,-332.7,0.4045696627557697,0.1525757261752561
True,4,-288.34,0.4242303154008338,0.1617959098620707
True,4,-243.97999999999996,0.5124443204198551,0.15157515005621686
True,4,-199.62,0.5391314537283884,0.15503199317853064
True,4,-155.26000000000005,0.6924540649700799,0.15503243133070782
True,4,-110.90000000000003,0.7989569474553615,0.1512592553166306
True,4,-66.54000000000008,0.8973532163382364,0.1398335432915806
True,4,-22.180000000000064,0.9952344277074042,0.13334734745275578
True,4,22.17999999999995,0.9916860125676565,0.12773851317858098
True,4,66.53999999999996,0.8817729286243745,0.13925353369121898
True,4,110.89999999999998,0.7793725813607889,0.15144906398127778
True,4,155.26,0.6867955874782297,0.15443403607767928
True,4,199.62,0.5669568732456707,0.16649031627889754
True,4,243.98000000000002,0.49036593937715206,0.14629962061106092
True,4,288.34000000000003,0.43859336765765905,0.16089515318145178
True,4,332.69999999999993,0.39619779608706984,0.1492824784708153
True,4,377.05999999999995,0.40539928741457254,0.12988316865328783
True,4,421.41999999999996,0.4027588584464263,0.1387341354955581
True,4,465.78,0.39708933163888527,0.1419295334833639
True,4,510.14,0.3778276536762414,0.1410182440277229
True,4,554.5,0.3672915458179965,0.13729571341159302
True,4,598.86,0.3713309687417996,0.1374663446068536
True,4,643.22,0.3762074266800638,0.14437782916616854
True,4,687.58,0.3816491606641071,0.1393571380986352
True,4,731.9399999999999,0.30029151565563267,0.15053429665984935
True,4,776.3,0.2961876844362693,0.11992872983313349
True,4,820.66,0.26573509980011334,0.15395802815416804
True,4,865.02,0.2926867180143543,0.14447671360902137
True,4,909.38,0.2417934311725298,0.14388915664656324
True,4,953.74,0.23233860515052226,0.14608007457770983
True,4,998.0999999999999,0.2575186167030305,0.1424074540764852
True,4,1042.4599999999998,0.22927339803660374,0.13853019866027327
True,4,1086.82,0.26084808487330996,0.098062874192805
True,5,-1086.8200000000002,0.420599459913372,0.17195195422298745
True,5,-1042.46,0.3408345695679493,0.16824434728353507
True,5,-998.1,0.3465999072108069,0.16304669830570306
True,5,-953.74,0.31536026560558306,0.14985620133030916
True,5,-909.38,0.37357343228336104,0.16141821878806173
True,5,-865.02,0.40386474896371816,0.15558669133102643
True,5,-820.6600000000001,0.3816710192818354,0.15702224152769054
True,5,-776.3,0.38636689856591255,0.1606381756797745
True,5,-731.94,0.3996426181027156,0.15965843164275087
True,5,-687.5799999999999,0.4040037075187338,0.16091546382621752
True,5,-643.22,0.4177132786306035,0.1478934960129171
True,5,-598.86,0.47478643863590086,0.16417016675320784
True,5,-554.5,0.41115868837001784,0.15838002189922348
True,5,-510.14000000000004,0.42892750914319466,0.18049068533498858
True,5,-465.78000000000003,0.5415270556065122,0.18118545751497808
True,5,-421.42,0.5092812830410829,0.17553060928361994
True,5,-377.06,0.48731475723212103,0.16525137744578167
True,5,-332.7,0.5503449385282034,0.20573298160348327
True,5,-288.34,0.615538013770958,0.19470523817268898
True,5,-243.97999999999996,0.6480501971972445,0.1947439893565422
True,5,-199.62,0.7196931252149998,0.18436010287733345
True,5,-155.26000000000005,0.8269811275787993,0.18494388164637462
True,5,-110.90000000000003,0.8369256139920417,0.17424663090527956
True,5,-66.54000000000008,0.9789395754222532,0.15867426808323418
True,5,-22.180000000000064,1.0366857537531002,0.16618340430596995
True,5,22.17999999999995,0.9917485315831545,0.14823860045850598
True,5,66.53999999999996,0.9753679116673365,0.15476818158684882
True,5,110.89999999999998,0.8726306920116335,0.178470731085733
True,5,155.26,0.828440198408863,0.171966503950029
True,5,199.62,0.7014987080565414,0.19008750772626526
True,5,243.98000000000002,0.6563797140027554,0.1725312923578868
True,5,288.34000000000003,0.6169340839001387,0.17985286145942234
True,5,332.69999999999993,0.5544357051508998,0.19303411469987905
True,5,377.05999999999995,0.5157750300407609,0.16772096305759987
True,5,421.41999999999996,0.4955028513404618,0.18878625930215662
True,5,465.78,0.529447009391128,0.17589651929309197
True,5,510.14,0.4620761007612384,0.1873309285917673
True,5,554.5,0.4242554843962798,0.1581382731995772
True,5,598.86,0.5215712907346413,0.1698064455708788
True,5,643.22,0.4177239173201802,0.15718267227176053
True,5,687.58,0.42496536292117937,0.17302104240589194
True,5,731.9399999999999,0.40057082834504737,0.18272964416687737
True,5,776.3,0.36741550236695897,0.1562824025570342
True,5,820.66,0.3801088309127948,0.16863014584199623
True,5,865.02,0.3951847295455557,0.1930010837533642
True,5,909.38,0.3512777662885908,0.18887425384890172
True,5,953.74,0.3294878136516366,0.16410821567133257
True,5,998.0999999999999,0.31946821776768897,0.15525912288147709
True,5,1042.4599999999998,0.30424852351492937,0.16258685774764506
True,5,1086.82,0.3617994418066657,0.2502371728150899
True,6,-1086.8200000000002,0.34032841094656896,0.16843246873176354
True,6,-1042.46,0.3670956574915716,0.2664674135264289
True,6,-998.1,0.3326542127221294,0.21507856226365718
True,6,-953.74,0.3654664768473218,0.21855253297721738
True,6,-909.38,0.3454962811083184,0.24905007858674377
True,6,-865.02,0.41421976733661797,0.21177386110151805
True,6,-820.6600000000001,0.37504663530269633,0.2455985610252544
True,6,-776.3,0.38445396038181245,0.19667845902744704
True,6,-731.94,0.4242062042256607,0.2242504606734807
True,6,-687.5799999999999,0.46427122479155625,0.20705267314470263
True,6,-643.22,0.4083140690742094,0.20069479854004071
True,6,-598.86,0.4676822692272128,0.2147310723968171
True,6,-554.5,0.4543832589444272,0.1979837839621338
True,6,-510.14000000000004,0.4721165176402806,0.22700409440827468
True,6,-465.78000000000003,0.5732704977775127,0.22092772603466238
True,6,-421.42,0.5353475198138165,0.22517854640499463
True,6,-377.06,0.5756147710399635,0.20242468299193253
True,6,-332.7,0.6293625932956168,0.2269154138770063
True,6,-288.34,0.6873639078956261,0.23047201450863558
True,6,-243.97999999999996,0.747402940411076,0.21558739056966608
True,6,-199.62,0.8056932999559471,0.22289580837332973
True,6,-155.26000000000005,0.8144625909089526,0.18758751132562906
True,6,-110.90000000000003,0.9283242392587602,0.18112419369751925
True,6,-66.54000000000008,0.9573439834577104,0.16524295919748544
True,6,-22.180000000000064,1.001461532185897,0.1713771586849342
True,6,22.17999999999995,1.0435449907175631,0.17213812919212385
True,6,66.53999999999996,0.9719745076189534,0.17532826658990366
True,6,110.89999999999998,0.938873740298568,0.19774897882312198
True,6,155.26,0.8181517321674843,0.17682537744084875
True,6,199.62,0.7938200291866576,0.20910540274018666
True,6,243.98000000000002,0.7368612526494953,0.20727127438915838
True,6,288.34000000000003,0.6477666696674758,0.2230598818939179
True,6,332.69999999999993,0.6450632054089328,0.23619084456244452
True,6,377.05999999999995,0.5728765867047397,0.19972480236539364
True,6,421.41999999999996,0.5314128518468803,0.2242580110926896
True,6,465.78,0.5048144399024614,0.22856876287960218
True,6,510.14,0.48052204000519694,0.20888821100365826
True,6,554.5,0.4348560582532783,0.19496287698148904
True,6,598.86,0.40930582379296104,0.21506471083509787
True,6,643.22,0.36858870042321834,0.22909868885204507
True,6,687.58,0.46979242927984777,0.2115814358232351
True,6,731.9399999999999,0.38917858788768567,0.21824882872837587
True,6,776.3,0.35929157885053914,0.22186330755430692
True,6,820.66,0.41480261320988643,0.25838179013668483
True,6,865.02,0.371455734970444,0.2242408925634236
True,6,909.38,0.3733713418441581,0.24780020253784088
True,6,953.74,0.3435415335431209,0.2930125703019128
True,6,998.0999999999999,0.33602253988840347,0.22756495849960504
True,6,1042.4599999999998,0.3578250452283853,0.26513750297069844
True,6,1086.82,0.34761518910708894,0.2285792146949926
True,7,-1086.8200000000002,0.41657652435218695,0.1927139433904611
True,7,-1042.46,0.5061547184353258,0.3106831618718662
True,7,-998.1,0.4712928308701211,0.2524544147350311
True,7,-953.74,0.4708843669375131,0.28408590209952367
True,7,-909.38,0.5199720037132851,0.2667033789140145
True,7,-865.02,0.5184458350911644,0.22963565215281323
True,7,-820.6600000000001,0.4589134837302699,0.2019893262043457
True,7,-776.3,0.46063158786175556,0.20344707261831713
True,7,-731.94,0.6012465003154842,0.24278474451783388
True,7,-687.5799999999999,0.5762664067018073,0.20770625770449816
True,7,-643.22,0.5725261739835114,0.21342495700968914
True,7,-598.86,0.5774819305036804,0.23153743941089364
True,7,-554.5,0.5629940626785571,0.2140428950546744
True,7,-510.14000000000004,0.5867954382331726,0.22908883527076263
True,7,-465.78000000000003,0.6551572088207847,0.2061710021239725
True,7,-421.42,0.6722476754755431,0.21039763569200248
True,7,-377.06,0.6636008509369173,0.20642275078728334
True,7,-332.7,0.7099969245696922,0.2331578496152085
True,7,-288.34,0.7765889324999581,0.2342897377135564
True,7,-243.97999999999996,0.8615932321001987,0.19527273775593157
True,7,-199.62,0.7773803979153837,0.20172116408033175
True,7,-155.26000000000005,0.9062740904799043,0.17836356026040454
True,7,-110.90000000000003,0.9332578439991703,0.19721697608532063
True,7,-66.54000000000008,0.8702450012283216,0.17033132177985222
True,7,-22.180000000000064,1.0146900773902114,0.18894288631859313
True,7,22.17999999999995,1.0579399141991144,0.17317179713700143
True,7,66.53999999999996,0.8495376887846133,0.16634161380645138
True,7,110.89999999999998,0.9350400587989856,0.19731404461738183
True,7,155.26,0.8906539968643015,0.1740400535440721
True,7,199.62,0.7920227239159856,0.1935934514192107
True,7,243.98000000000002,0.8281541463967594,0.19586298140241132
True,7,288.34000000000003,0.807409693225203,0.22635790604988187
True,7,332.69999999999993,0.7219885883704116,0.2286717417262621
True,7,377.05999999999995,0.6943344847551668,0.20169317998426886
True,7,421.41999999999996,0.6730190166262746,0.2402250956200656
True,7,465.78,0.6600240133342491,0.2201967044863185
True,7,510.14,0.6696114834782013,0.2521871459298298
True,7,554.5,0.6228910360515794,0.22139690397763812
True,7,598.86,0.599853163988291,0.248399792476038
True,7,643.22,0.5247167034013127,0.2318525229411013
True,7,687.58,0.5661715224753692,0.2404237397793772
True,7,731.9399999999999,0.562353196789766,0.23973192679800448
True,7,776.3,0.5027232322133177,0.2322967943992006
True,7,820.66,0.42291777214497595,0.2619572908329899
True,7,865.02,0.5253268562530504,0.2464144745913292
True,7,909.38,0.6585363746007366,0.45885226169562804
True,7,953.74,0.4988330709507798,0.3876932236346113
True,7,998.0999999999999,0.5316477940230994,0.38312942916090226
True,7,1042.4599999999998,0.45693262049067146,0.3359883230962096
True,7,1086.82,0.3964162763837086,0.2520317707207591
True,8,-1086.8200000000002,5.3225661272141185,2.9888836988731073
True,8,-1042.46,5.2199446666598455,3.2541693389176976
True,8,-998.1,5.6090858542635775,2.9970087920668798
True,8,-953.74,5.0879578054626915,3.4330296481217797
True,8,-909.38,5.113775994111844,3.6138473029129
True,8,-865.02,6.338445287380257,3.7857248298992703
True,8,-820.6600000000001,6.268486937408534,3.585939511641606
True,8,-776.3,5.847981074082248,2.788940914562771
True,8,-731.94,5.245468063488124,2.7900715507952643
True,8,-687.5799999999999,6.6256410651409645,3.23157514323869
True,8,-643.22,6.2529646432047095,2.9302487524441565
True,8,-598.86,6.382340037723154,2.559772916371234
True,8,-554.5,6.806310177422331,2.83350157672554
True,8,-510.14000000000004,7.067165635945264,2.4420587193090677
True,8,-465.78000000000003,7.023593919628684,2.6645446262172596
True,8,-421.42,6.914584588897476,2.146206277199592
True,8,-377.06,7.206048094273003,1.9450517708282247
True,8,-332.7,7.953104437802477,2.3653022202191716
True,8,-288.34,8.472622749613897,2.0455583817504506
True,8,-243.97999999999996,8.691206782868157,2.0106768913390054
True,8,-199.62,9.211882660128209,2.0743061835004437
True,8,-155.26000000000005,9.350126894651467,2.0325055511336507
True,8,-110.90000000000003,9.88249612117924,1.9953137328774826
True,8,-66.54000000000008,9.820646743028414,1.982329320875935
True,8,-22.180000000000064,9.689968048988394,1.904415658881649
True,8,22.17999999999995,10.556150776189437,1.9477501610380707
True,8,66.53999999999996,9.247024423844852,2.035122758299561
True,8,110.89999999999998,9.96908510358633,2.012520082418408
True,8,155.26,9.370792901570795,1.998665529146424
True,8,199.62,9.163771695027158,2.0530710929394345
True,8,243.98000000000002,8.747979502291095,1.981681489206612
True,8,288.34000000000003,8.238221793945751,2.104309972614512
True,8,332.69999999999993,7.878271162569676,2.2666508670004704
True,8,377.05999999999995,7.297508636863198,2.0214992690150178
True,8,421.41999999999996,7.1801596692739,2.138357757511948
True,8,465.78,6.960145172194588,2.754921203177961
True,8,510.14,7.040442308222497,2.416211195822809
True,8,554.5,7.0447741300798015,2.598941790402826
True,8,598.86,6.909167169298099,2.716194862277257
True,8,643.22,6.142374241176015,2.649905580240545
True,8,687.58,6.6184107722863,3.209481058749657
True,8,731.9399999999999,6.657705952630709,3.1443529027716544
True,8,776.3,5.810943984866744,2.8556162570570596
True,8,820.66,5.210155166250382,3.5338373998174273
True,8,865.02,6.306592034432937,3.5460532700703835
True,8,909.38,5.456426999991129,3.327793091585966
True,8,953.74,4.873947632160247,3.249937871907668
True,8,998.0999999999999,5.224854609948725,3.9859310059513673
True,8,1042.4599999999998,5.040363691739108,3.836036536961127
True,8,1086.82,5.069135630511028,3.238147834013729
True,9,-1086.8200000000002,5.089257179466149,2.7339067145048976
True,9,-1042.46,5.087578744129263,3.3333823488355
True,9,-998.1,6.0309362991922875,3.0056608803762486
True,9,-953.74,5.327990920935671,3.153904293270168
True,9,-909.38,6.085543419041238,3.401851238165298
True,9,-865.02,6.6515615467142615,3.2731230009938517
True,9,-820.6600000000001,6.970507984646053,3.1030600488412676
True,9,-776.3,5.739077714517629,2.9814858689487775
True,9,-731.94,6.683350878111696,2.7041847285229075
True,9,-687.5799999999999,6.937162163997059,2.929538347898726
True,9,-643.22,5.982193800377204,2.305677885024807
True,9,-598.86,7.5228338668533645,2.482359809997706
True,9,-554.5,6.637843639171178,2.129924711787398
True,9,-510.14000000000004,7.063699323220356,2.236803060998599
True,9,-465.78000000000003,7.290499971741189,2.208734594872722
True,9,-421.42,7.694527676941883,2.05792701224431
True,9,-377.06,7.807303699951996,2.0253975829373383
True,9,-332.7,8.478701915495062,2.127737435167454
True,9,-288.34,8.861431415487584,2.0104916471581054
True,9,-243.97999999999996,9.169712336942078,1.9497206306380679
True,9,-199.62,9.463457775447555,2.0133441067750724
True,9,-155.26000000000005,9.005078174260305,2.032759218078163
True,9,-110.90000000000003,10.055376329886428,2.00297117870337
True,9,-66.54000000000008,8.031924909576867,1.9836548272123296
True,9,-22.180000000000064,7.220539007971324,2.0432034171500395
True,9,22.17999999999995,8.154543717155324,2.0668504365329725
True,9,66.53999999999996,8.81411592249832,2.0392496143639702
True,9,110.89999999999998,10.066323574715721,2.0358903192944515
True,9,155.26,9.287036996361884,1.828411185016023
True,9,199.62,9.457289486974643,2.111720966741918
True,9,243.98000000000002,9.00946974561899,2.0002800788785193
True,9,288.34000000000003,8.604706182658475,1.9688171610142535
True,9,332.69999999999993,8.379790732096604,2.294282204235273
True,9,377.05999999999995,7.9214627449399675,2.00256323692663
True,9,421.41999999999996,7.694606655049295,2.224015676223177
True,9,465.78,7.2965011872198176,2.310751519603211
True,9,510.14,7.142762402820285,2.1731981677207974
True,9,554.5,6.635857409782684,2.2402498999863267
True,9,598.86,6.800700148548422,2.2908983049040454
True,9,643.22,5.993899618134713,2.526123529904534
True,9,687.58,6.7531005954551455,3.2184578388352243
True,9,731.9399999999999,6.558189194665681,2.788471594508968
True,9,776.3,5.5059124653466585,2.6603909062493236
True,9,820.66,5.865190528705609,3.065958404122026
True,9,865.02,6.527514237514444,3.2504410371149066
True,9,909.38,6.293725669206944,3.1417180264316285
True,9,953.74,5.497332696835043,3.2023123835057445
True,9,998.0999999999999,5.893858568270874,3.32196159898988
True,9,1042.4599999999998,5.366163897132156,3.4368798633472823
